ID,Nama Jurusan,Nama PTN,Fakultas,Lokasi,Akreditasi,Peminat 2024,Daya Tampung SNBP 2025,Daya Tampung SNBT 2025,Rasio Keketatan,Lama Studi Rata-rata (Bulan),Tingkat Kelulusan (%),Maks. Waktu Tunggu Kerja (Bulan),Gaji Awal Min,Gaji Awal Max,Prospek Kerja Utama,Prospek Kerja Alternatif,Kebutuhan Industri,Tingkat Persaingan Kerja,Keterampilan Utama,Tingkat Kesulitan,Sumber Data
268,Manajemen Keuangan,Universitas Airlangga,FEB,Surabaya,Baik Sekali,912,30,45,12.2,44,89,38,5000000,10000000,Financial Manager,Investment Analyst,Tinggi,Tinggi,Manajemen Keuangan,Sulit,https://www.brainacademy.id/blog/jurusan-sepi-peminat-di-unair-undip-ub
269,Manajemen Pemasaran,Universitas Gadjah Mada,FEB,Yogyakarta,Baik Sekali,875,29,43,12.1,43,88,39,4900000,9800000,Marketing Manager,Brand Strategist,Tinggi,Menengah,Pemasaran,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
270,Manajemen Sumber Daya Manusia,Universitas Indonesia,FEB,Depok,Baik Sekali,842,28,42,12.0,43,87,40,4800000,9600000,HR Manager,Talent Acquisition Specialist,Tinggi,Menengah,Manajemen SDM,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
271,Pariwisata,Universitas Gadjah Mada,SV,Yogyakarta,Baik Sekali,642,25,37,10.3,42,89,40,4700000,9400000,Tourism Manager,Hospitality Specialist,Tinggi,Menengah,Manajemen Pariwisata,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
272,Hospitality,Universitas Indonesia,Vokasi,Depok,Baik Sekali,615,24,36,10.3,42,90,39,4800000,9600000,Hotel Manager,Event Planner,Tinggi,Menengah,Hospitality,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
273,Manajemen Logistik,Universitas Airlangga,Vokasi,Surabaya,Baik Sekali,524,23,34,9.2,42,88,41,4700000,9400000,Logistics Manager,Supply Chain Specialist,Tinggi,Menengah,Manajemen Logistik,Sedang,https://www.brainacademy.id/blog/jurusan-sepi-peminat-di-unair-undip-ub
274,Public Relations,Universitas Padjadjaran,FIKOM,Jatinangor,Baik Sekali,687,25,38,10.9,43,89,40,4800000,9600000,PR Specialist,Corporate Communications,Tinggi,Menengah,Komunikasi,Sedang,https://www.kompas.com/edu/read/2023/04/18/095254271/biaya-kuliah-jurusan-hukum-ui-ugm-unpad-unair-ub
275,Jurnalistik,Universitas Indonesia,FISIP,Depok,Baik Sekali,625,24,36,10.4,43,88,41,4700000,9400000,Jurnalis,Editor,Tinggi,Menengah,Penulisan Berita,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
276,Penyiaran,Universitas Padjadjaran,FIKOM,Jatinangor,Baik Sekali,587,23,35,10.1,43,87,42,4600000,9200000,Broadcaster,Media Producer,Tinggi,Menengah,Produksi Media,Sedang,https://www.kompas.com/edu/read/2023/04/18/095254271/biaya-kuliah-jurusan-hukum-ui-ugm-unpad-unair-ub
277,Digital Marketing,Universitas Gadjah Mada,SV,Yogyakarta,Baik Sekali,645,25,37,10.4,42,89,40,4800000,9600000,Digital Marketer,Social Media Specialist,Tinggi,Menengah,Marketing Digital,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
278,Desain Komunikasi Visual,Institut Teknologi Bandung,FSRD,Bandung,Unggul,875,28,42,12.5,43,90,38,5100000,10200000,Graphic Designer,Visual Communication Specialist,Tinggi,Menengah,Desain Grafis,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
279,Ilmu Perpustakaan Digital,Universitas Indonesia,FIB,Depok,Baik,245,15,22,6.6,41,88,45,4300000,8600000,Digital Librarian,Information Specialist,Tinggi,Rendah,Manajemen Informasi Digital,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
280,Manajemen Logistik Internasional,Universitas Airlangga,FEB,Surabaya,Baik Sekali,387,19,29,8.1,42,89,42,4800000,9600000,Logistics Manager,Supply Chain Specialist,Tinggi,Menengah,Logistik Global,Sedang,https://www.brainacademy.id/blog/jurusan-sepi-peminat-di-unair-undip-ub
281,Bisnis Berkelanjutan,Universitas Gadjah Mada,FEB,Yogyakarta,Baik Sekali,348,18,27,7.7,43,90,41,4900000,9800000,Sustainability Manager,ESG Consultant,Tinggi,Menengah,Bisnis Berkelanjutan,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
282,Perubahan Iklim dan Kebijakan,Universitas Indonesia,FISIP,Depok,Baik Sekali,324,17,26,7.5,43,89,42,4700000,9400000,Climate Policy Analyst,Environmental Consultant,Tinggi,Menengah,Kebijakan Iklim,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
283,Ekonomi Sirkular,Institut Teknologi Bandung,SBM,Bandung,Baik,287,16,24,7.2,43,88,43,4600000,9200000,Circular Economy Specialist,Sustainability Consultant,Tinggi,Rendah,Ekonomi Sirkular,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
284,Konservasi Energi,Universitas Gadjah Mada,FT,Yogyakarta,Baik,264,15,22,7.2,43,87,44,4700000,9400000,Energy Manager,Efficiency Consultant,Tinggi,Rendah,Manajemen Energi,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
285,Sistem Energi,Universitas Indonesia,FT,Depok,Baik Sekali,318,17,26,7.4,44,87,43,4800000,9600000,Energy Systems Engineer,Power Systems Analyst,Tinggi,Menengah,Sistem Energi,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
286,Teknik Geothermal,Institut Teknologi Bandung,FTTM,Bandung,Baik,253,14,21,7.2,44,86,45,4900000,9800000,Geothermal Engineer,Energy Specialist,Tinggi,Rendah,Teknologi Panas Bumi,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
287,Agribisnis Berkelanjutan,Institut Pertanian Bogor,Fakultas Pertanian,Bogor,Baik Sekali,278,15,23,7.3,43,88,44,4600000,9200000,Sustainable Agribusiness Manager,Agricultural Consultant,Tinggi,Rendah,Pertanian Berkelanjutan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
288,Agroekologi,Universitas Gadjah Mada,Fakultas Pertanian,Yogyakarta,Baik,234,14,21,6.7,43,86,46,4500000,9000000,Agroecologist,Sustainable Farming Consultant,Tinggi,Rendah,Ekologi Pertanian,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
289,Teknologi Pertanian Presisi,Institut Pertanian Bogor,Fakultas Teknologi Pertanian,Bogor,Baik Sekali,267,15,23,7.0,44,87,45,4700000,9400000,Precision Agriculture Specialist,AgTech Consultant,Tinggi,Rendah,Teknologi Pertanian,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
290,Akuakultur Berkelanjutan,Institut Pertanian Bogor,FPIK,Bogor,Baik,248,14,21,7.1,43,86,46,4500000,9000000,Sustainable Aquaculture Specialist,Fish Farm Manager,Tinggi,Rendah,Budidaya Perairan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
291,Manajemen Rantai Pasok Pangan,Institut Pertanian Bogor,Fakultas Teknologi Pertanian,Bogor,Baik Sekali,287,16,24,7.2,43,87,45,4600000,9200000,Food Supply Chain Manager,Logistics Specialist,Tinggi,Rendah,Manajemen Rantai Pasok,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
292,Hortikultura Perkotaan,Universitas Gadjah Mada,Fakultas Pertanian,Yogyakarta,Baik,224,13,20,6.8,42,86,47,4400000,8800000,Urban Horticulturist,Urban Farming Specialist,Tinggi,Rendah,Pertanian Urban,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
293,Ilmu Tanah dan Pengelolaan Lahan,Institut Pertanian Bogor,Fakultas Pertanian,Bogor,Baik,215,13,20,6.5,43,85,48,4300000,8600000,Soil Scientist,Land Management Specialist,Tinggi,Rendah,Ilmu Tanah,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
294,Konservasi Sumber Daya Hutan,Universitas Gadjah Mada,Fakultas Kehutanan,Yogyakarta,Baik,198,12,18,6.6,43,84,49,4500000,9000000,Forest Conservation Specialist,Natural Resource Manager,Tinggi,Rendah,Konservasi Hutan,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
295,Lingkungan dan Kehutanan,Institut Pertanian Bogor,Fakultas Kehutanan,Bogor,Baik,228,13,20,6.9,43,85,47,4600000,9200000,Environmental Forester,Conservation Specialist,Tinggi,Rendah,Kehutanan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
296,Teknologi Hasil Hutan,Universitas Hasanuddin,Fakultas Kehutanan,Makassar,Baik,196,12,18,6.5,42,86,46,4400000,8800000,Forest Products Technologist,Wood Processing Specialist,Tinggi,Rendah,Pengolahan Hasil Hutan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
297,Manajemen Ekowisata,Institut Pertanian Bogor,Fakultas Kehutanan,Bogor,Baik Sekali,312,16,24,7.8,42,88,44,4600000,9200000,Ecotourism Manager,Sustainable Tourism Specialist,Tinggi,Menengah,Ekowisata,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
298,Konservasi Biodiversitas,Universitas Gadjah Mada,Fakultas Biologi,Yogyakarta,Baik,256,14,21,7.3,43,87,45,4700000,9400000,Biodiversity Conservation Specialist,Wildlife Manager,Tinggi,Rendah,Konservasi Hayati,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
299,Manajemen Sumber Daya Perairan,Universitas Hasanuddin,FIKP,Makassar,Baik,218,13,19,6.8,42,85,47,4400000,8800000,Aquatic Resource Manager,Fisheries Specialist,Tinggi,Rendah,Pengelolaan Perairan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
300,Ekologi Laut,Institut Pertanian Bogor,FPIK,Bogor,Baik,203,12,18,6.8,43,84,48,4500000,9000000,Marine Ecologist,Ocean Conservation Specialist,Tinggi,Rendah,Ekologi Laut,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
301,Oceanografi,Universitas Hasanuddin,FIKP,Makassar,Baik,187,12,18,6.2,44,83,49,4600000,9200000,Oceanographer,Marine Researcher,Tinggi,Rendah,Oceanografi,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
302,Pengelolaan Pesisir Terpadu,Institut Pertanian Bogor,FPIK,Bogor,Baik,215,13,19,6.8,43,84,47,4500000,9000000,Coastal Zone Manager,Environmental Planner,Tinggi,Rendah,Pengelolaan Pesisir,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
303,Restorasi Ekosistem,Universitas Gadjah Mada,Fakultas Kehutanan,Yogyakarta,Baik,178,11,17,6.4,43,83,50,4400000,8800000,Ecosystem Restoration Specialist,Environmental Consultant,Tinggi,Rendah,Restorasi Lingkungan,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
304,Geospasial dan Pengembangan Wilayah,Institut Teknologi Bandung,FITB,Bandung,Baik Sekali,267,15,22,7.2,44,87,46,4800000,9600000,Geospatial Analyst,Regional Development Planner,Tinggi,Rendah,Analisis Geospasial,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
305,Perencanaan Kota Berkelanjutan,Universitas Gadjah Mada,FT,Yogyakarta,Baik Sekali,324,17,25,7.7,44,88,45,4900000,9800000,Sustainable Urban Planner,City Development Consultant,Tinggi,Menengah,Perencanaan Kota,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
306,Rekayasa Infrastruktur Lingkungan,Institut Teknologi Bandung,FTSL,Bandung,Baik Sekali,342,18,27,7.6,44,87,44,5000000,10000000,Environmental Infrastructure Engineer,Sustainability Consultant,Tinggi,Menengah,Infrastruktur Berkelanjutan,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
307,Arsitektur Lansekap,Universitas Gadjah Mada,FT,Yogyakarta,Baik Sekali,318,17,25,7.5,43,88,43,4800000,9600000,Landscape Architect,Environmental Designer,Tinggi,Menengah,Desain Lansekap,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
308,Manajemen Bencana,Institut Teknologi Bandung,FTSL,Bandung,Baik Sekali,287,16,24,7.2,43,87,44,4700000,9400000,Disaster Management Specialist,Emergency Response Planner,Tinggi,Rendah,Manajemen Kebencanaan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
309,Rekayasa Mitigasi Bencana,Universitas Gadjah Mada,FT,Yogyakarta,Baik,254,14,21,7.3,44,85,45,4800000,9600000,Disaster Mitigation Engineer,Risk Reduction Specialist,Tinggi,Rendah,Mitigasi Bencana,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
310,Ketahanan Perubahan Iklim,Institut Teknologi Bandung,FITB,Bandung,Baik,223,13,20,6.7,43,84,46,4600000,9200000,Climate Resilience Specialist,Adaptation Planner,Tinggi,Rendah,Adaptasi Iklim,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
311,Pengelolaan Pesisir dan Laut,Universitas Hasanuddin,FIKP,Makassar,Baik,212,13,19,6.6,43,83,48,4500000,9000000,Coastal Manager,Marine Resource Specialist,Tinggi,Rendah,Pengelolaan Pesisir,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
312,Teknologi Pengolahan Air,Institut Teknologi Bandung,FTSL,Bandung,Baik Sekali,278,15,23,7.3,44,86,45,4900000,9800000,Water Treatment Engineer,Water Resource Specialist,Tinggi,Rendah,Teknologi Air,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
313,Pengelolaan Limbah,Universitas Gadjah Mada,FT,Yogyakarta,Baik,232,14,21,6.6,43,85,46,4700000,9400000,Waste Management Specialist,Environmental Engineer,Tinggi,Rendah,Pengelolaan Limbah,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
314,Ekonomi Sumber Daya Alam,Institut Pertanian Bogor,FEM,Bogor,Baik,218,13,20,6.6,43,84,47,4600000,9200000,Natural Resource Economist,Environmental Consultant,Tinggi,Rendah,Ekonomi Lingkungan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
315,Valuasi Ekosistem,Universitas Indonesia,FMIPA,Depok,Baik,198,12,18,6.6,43,83,48,4500000,9000000,Ecosystem Valuation Specialist,Environmental Economist,Tinggi,Rendah,Valuasi Lingkungan,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
316,Kebijakan Lingkungan,Institut Pertanian Bogor,FEM,Bogor,Baik,224,13,20,6.7,42,85,47,4600000,9200000,Environmental Policy Analyst,Sustainability Consultant,Tinggi,Rendah,Analisis Kebijakan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
317,Etika Lingkungan,Universitas Gadjah Mada,FISIPOL,Yogyakarta,Baik,178,11,17,6.4,43,82,50,4400000,8800000,Environmental Ethicist,Sustainability Educator,Tinggi,Rendah,Etika Lingkungan,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
318,Mikrobilogi Lingkungan,Universitas Gadjah Mada,Fakultas Biologi,Yogyakarta,Baik,189,12,18,6.3,44,83,48,4600000,9200000,Environmental Microbiologist,Bioremediation Specialist,Tinggi,Rendah,Mikrobiologi,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
319,Epidemiologi Kesehatan Lingkungan,Universitas Indonesia,FKM,Depok,Baik Sekali,245,14,21,7.0,45,85,46,4800000,9600000,Environmental Epidemiologist,Public Health Specialist,Tinggi,Rendah,Epidemiologi,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
320,Teknologi Reklamasi Lahan,Institut Pertanian Bogor,Fakultas Pertanian,Bogor,Baik,178,11,17,6.4,43,82,49,4500000,9000000,Land Reclamation Specialist,Environmental Engineer,Tinggi,Rendah,Reklamasi Lahan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
321,Bioremediasi,Universitas Gadjah Mada,Fakultas Biologi,Yogyakarta,Baik,167,11,16,6.2,44,81,50,4600000,9200000,Bioremediation Specialist,Environmental Microbiologist,Tinggi,Rendah,Bioremediasi,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
322,Manajemen Kualitas Udara,Institut Teknologi Bandung,FTSL,Bandung,Baik,195,12,18,6.5,44,83,48,4700000,9400000,Air Quality Manager,Pollution Control Specialist,Tinggi,Rendah,Kualitas Udara,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
323,Teknologi Hijau,Universitas Indonesia,FT,Depok,Baik Sekali,267,15,22,7.2,44,85,46,4800000,9600000,Green Technology Specialist,Sustainability Engineer,Tinggi,Rendah,Teknologi Ramah Lingkungan,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
324,Desain Produk Berkelanjutan,Institut Teknologi Bandung,FSRD,Bandung,Baik Sekali,298,16,24,7.5,43,86,45,4700000,9400000,Sustainable Product Designer,Eco-Design Specialist,Tinggi,Menengah,Desain Berkelanjutan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
325,Arsitektur Hijau,Universitas Gadjah Mada,FT,Yogyakarta,Baik Sekali,315,17,25,7.5,43,87,44,4800000,9600000,Green Architect,Sustainable Building Designer,Tinggi,Menengah,Arsitektur Berkelanjutan,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
326,Teknik Bangunan Hijau,Institut Teknologi Bandung,FTSL,Bandung,Baik Sekali,284,16,24,7.1,44,86,45,4900000,9800000,Green Building Engineer,Sustainable Construction Specialist,Tinggi,Rendah,Konstruksi Berkelanjutan,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
327,Manajemen Energi Bangunan,Universitas Indonesia,FT,Depok,Baik,254,14,21,7.3,44,85,46,4700000,9400000,Building Energy Manager,Efficiency Specialist,Tinggi,Rendah,Efisiensi Energi,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
328,Teknologi Material Berkelanjutan,Institut Teknologi Bandung,FTMD,Bandung,Baik,234,13,20,7.1,44,84,47,4800000,9600000,Sustainable Materials Specialist,Green Materials Engineer,Tinggi,Rendah,Material Berkelanjutan,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
329,Ekologi Industri,Universitas Gadjah Mada,FT,Yogyakarta,Baik,212,13,19,6.6,43,83,48,4600000,9200000,Industrial Ecologist,Circular Economy Specialist,Tinggi,Rendah,Ekologi Industri,Sedang,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
330,Manajemen Rantai Pasok Berkelanjutan,Institut Teknologi Bandung,SBM,Bandung,Baik Sekali,275,15,23,7.2,43,85,46,4700000,9400000,Sustainable Supply Chain Manager,ESG Consultant,Tinggi,Rendah,Rantai Pasok Berkelanjutan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
331,Sistem Tenaga Listrik Hijau,Institut Teknologi Bandung,STEI,Bandung,Baik Sekali,287,16,24,7.2,44,86,45,4900000,9800000,Green Power Systems Engineer,Grid Integration Specialist,Tinggi,Rendah,Sistem Listrik,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
332,Penyimpanan Energi,Universitas Indonesia,FT,Depok,Baik,256,14,21,7.3,44,85,46,4800000,9600000,Energy Storage Engineer,Battery Technology Specialist,Tinggi,Rendah,Teknologi Penyimpanan Energi,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
333,Bioteknologi Lingkungan,Institut Teknologi Bandung,SITH,Bandung,Baik Sekali,267,15,22,7.4,44,85,46,4800000,9600000,Environmental Biotechnologist,Bioremediation Engineer,Tinggi,Rendah,Bioteknologi,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
334,Rekayasa Metabolik,Universitas Indonesia,FMIPA,Depok,Baik,216,13,19,6.8,45,83,48,4700000,9400000,Metabolic Engineer,Biosynthesis Specialist,Tinggi,Rendah,Rekayasa Metabolik,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
335,Bioproses dan Bioteknologi,Institut Teknologi Bandung,SITH,Bandung,Baik,235,14,21,6.7,44,84,47,4800000,9600000,Bioprocess Engineer,Biotechnology Specialist,Tinggi,Rendah,Bioproses,Sulit,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
336,Rekayasa Biomaterial,Universitas Gadjah Mada,FT,Yogyakarta,Baik,223,13,20,6.8,44,83,48,4700000,9400000,Biomaterials Engineer,Medical Materials Specialist,Tinggi,Rendah,Biomaterial,Sulit,https://um.ugm.ac.id/uang-kuliah-tunggal-ukt-snbp-dan-snbt-ta-2024-2025/
337,Sistem Biomedis,Universitas Indonesia,FT,Depok,Baik Sekali,315,17,25,7.5,44,86,45,5000000,10000000,Biomedical Systems Engineer,Medical Technology Specialist,Tinggi,Menengah,Sistem Biomedis,Sulit,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
338,Animasi Digital,Institut Teknologi Bandung,FSRD,Bandung,Baik Sekali,485,22,33,8.8,43,90,39,4900000,9800000,Digital Animator,Animation Director,Tinggi,Menengah,Animasi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
339,Desain Media Digital,Institut Teknologi Bandung,FSRD,Bandung,Baik Sekali,492,22,33,8.9,42,90,39,4900000,9800000,Digital Media Designer,Multimedia Artist,Tinggi,Menengah,Media Digital,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
340,Film dan Animasi,Universitas Indonesia,FIB,Depok,Baik Sekali,524,23,34,9.2,43,91,38,5000000,10000000,Filmmaker,Animator,Tinggi,Menengah,Produksi Film,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
341,Teknik Audio,Institut Teknologi Bandung,FSRD,Bandung,Baik,384,19,28,8.2,43,88,41,4800000,9600000,Audio Engineer,Sound Designer,Tinggi,Menengah,Teknologi Audio,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
342,Seni Digital,Universitas Indonesia,FIB,Depok,Baik,358,18,27,8.0,42,87,42,4700000,9400000,Digital Artist,New Media Artist,Tinggi,Menengah,Seni Digital,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
343,Fotografi,Institut Teknologi Bandung,FSRD,Bandung,Baik Sekali,425,20,30,8.5,41,89,40,4800000,9600000,Photographer,Visual Artist,Tinggi,Menengah,Fotografi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
344,Desain Komunikasi Visual,Universitas Indonesia,FSRD,Depok,Baik Sekali,548,23,35,9.5,42,90,39,5000000,10000000,Graphic Designer,Visual Communication Specialist,Tinggi,Menengah,Desain Grafis,Sedang,https://www.dataptn.com/daftar-jurusan-di-ui-universitas-indonesia-terbaru/
345,Manajemen Seni,Institut Kesenian Jakarta,FSRD,Jakarta,Baik,319,17,25,7.6,41,88,43,4600000,9200000,Arts Manager,Cultural Program Director,Tinggi,Rendah,Manajemen Seni,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
346,Kuratorial Seni,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,284,16,24,7.1,42,86,45,4500000,9000000,Art Curator,Gallery Manager,Tinggi,Rendah,Kuratorial,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
347,Seni Patung,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,253,15,22,6.8,41,85,46,4400000,8800000,Sculptor,Installation Artist,Tinggi,Rendah,Seni Patung,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
348,Seni Lukis,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik Sekali,275,16,24,6.9,41,87,44,4500000,9000000,Painter,Fine Artist,Tinggi,Rendah,Seni Lukis,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
349,Seni Grafis,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,245,14,21,7.0,41,86,45,4400000,8800000,Printmaker,Graphic Artist,Tinggi,Rendah,Seni Grafis,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
350,Seni Murni,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,234,14,21,6.7,41,85,46,4300000,8600000,Fine Artist,Art Educator,Tinggi,Rendah,Seni Rupa,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
351,Desain Interior,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik Sekali,423,20,30,8.5,42,89,41,4800000,9600000,Interior Designer,Spatial Designer,Tinggi,Menengah,Desain Ruang,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
352,Desain Produk,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik Sekali,438,21,31,8.4,42,88,42,4700000,9400000,Product Designer,Industrial Designer,Tinggi,Menengah,Desain Produk,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
